HP:0000001	All
HP:4000130	Ameliorated by colchicine
HP:4000130	Synonym('Colchicine ameliorates symptoms', scope='EXACT')
HP:4000131	Ameliorated by vitamin D
HP:4000131	Synonym('Vitamin D reduces manifestations', scope='EXACT')
HP:4000132	Exacerbated by phenytoin exposure
HP:4000132	Synonym('Phenytoin produces worsening', scope='EXACT')
HP:4000133	Triggered by angiotensin-converting enzyme inhibitor
HP:4000133	Synonym('ACE inhibitors trigger attacks', scope='EXACT')
HP:4000134	Prostaglandin E1 exposure
HP:4000135	5-fluorouracil exposure
HP:4000136	6-mercaptopurine exposure
HP:4000137	Isoniazid exposure
HP:4000138	Absent cavum septum pellucidum
HP:4000139	Fetal abdominal cyst
HP:4000139	Synonym('Fetal cystic abdominal mass', scope='EXACT')
HP:4000139	Synonym('Foetal cystic abdominal mass', scope='EXACT', type=SynonymType('uk_spelling', 'UK spelling'))
HP:4000139	Synonym('Foetal abdominal cyst', scope='EXACT', type=SynonymType('uk_spelling', 'UK spelling'))
HP:4000140	Fetal bowel dilatation
HP:4000140	Synonym('Foetal bowel dilatation', scope='EXACT', type=SynonymType('uk_spelling', 'UK spelling'))
HP:4000140	Synonym('Prenatal ultrasound: bowel loops dilated', scope='EXACT')
HP:4000141	Left ventricular dilatation
HP:4000141	Synonym('Dilated left heart ventricle', scope='EXACT')
HP:4000142	Fetal trigonocephaly
HP:4000142	Synonym('Strawberry skull', scope='EXACT')
HP:4000142	Synonym('Foetal trigonocephaly', scope='EXACT', type=SynonymType('uk_spelling', 'UK spelling'))
HP:4000142	Synonym('Strawberry-shaped skull', scope='EXACT')
HP:4000142	Synonym('Strawberry sign', scope='EXACT')
HP:4000143	Abnormal fetal heart outflow tract
HP:4000144	Recent past medical history
HP:4000145	History of recent viral illness
HP:4000145	Synonym('Antecedent viral illness', scope='EXACT')
HP:4000146	History of recent dental procedure
HP:4000147	Abnormal hepatic artery morphology
HP:4000148	Hepatic artery hyperplasia
HP:4000149	Lymph node necrosis
HP:4000149	Synonym('Necrosis in lymph node', scope='EXACT')
HP:4000150	Multinucleated neuron
HP:4000151	History of recent contralateral injury
HP:4000152	Alternating laterality
HP:4000152	Synonym('Alternating sides of the body', scope='EXACT')
HP:4000153	Cervical squamous cell papilloma
HP:4000153	Synonym('Cervix squamous papilloma', scope='EXACT')
HP:4000154	Liver leiomyoma
HP:4000154	Synonym('Hepatic leiomyoma', scope='EXACT')
HP:4000158	Typified by high penetrance
HP:4000159	Typified by moderate penetrance
HP:4000160	Typified by low penetrance
HP:4000162	Decreased Succinyl-CoA 3-ketoacid CoA transferase activity
HP:4000162	Synonym('SCOT activity low in fibroblasts', scope='EXACT', type=SynonymType('abbreviation', 'abbreviation'))
HP:4000163	Reduced phytanic acid oxidase activity in cultured fibroblasts
HP:4000163	Synonym('Decreased phytanoyl-CoA hydroxylase activity', scope='EXACT')
HP:4000163	Synonym('PhyH activity low in fibroblasts', scope='EXACT')
HP:4000164	Reduced bifunctional protein activity
HP:4000164	Synonym('Reduced 17-beta-hydroxysteroid dehydrogenase 4 activity', scope='EXACT')
HP:4000165	Decreased circulating plasmalogen concentration
HP:4000165	Synonym('Reduced circulating plasmalogen concentration', scope='EXACT')
HP:4000166	Post-vaccination varicella zoster virus infection
HP:4000166	Synonym('Varicella zoster virus infection after vaccination', scope='EXACT')
HP:4000167	Recent steroid exposure
HP:4000167	Synonym('History of recent steroid use', scope='EXACT')
HP:4000168	Shark teeth
HP:4000168	Synonym('Cauliflower teeth', scope='EXACT')
HP:4000168	Synonym('Double-parked teeth', scope='EXACT')
HP:4000168	Synonym('Teeth: double row', scope='EXACT')
HP:4000169	Pontine T2 hypointensity
HP:4000170	Anti-platelet antigen antibody positivity
HP:4000170	Synonym('Antiplatelet antibodies present', scope='EXACT')
HP:4000171	Anti-voltage-gated potassium channel antibody positivity
HP:4000171	Synonym('Voltage gated potassium channel antibodies in blood', scope='EXACT')
HP:4000172	Vegan diet
HP:4000173	History of previous pregnancy with hydrops fetalis
HP:4000173	Synonym('History of hydrops fetalis in newborn offspring', scope='EXACT')
HP:4000174	Ameliorated by potassium supplements
HP:4000174	Synonym('Potassium supplements alleviate attacks', scope='EXACT')
HP:4000175	Ameliorated by niacin
HP:4000175	Synonym('Ameliorated by vitamin B3', scope='EXACT')
HP:4000175	Synonym('Niacin reverses symptoms', scope='EXACT')
HP:4000176	Aggravated by exposure to medication
HP:4000177	Bleeding ameliorated by vitamin K
HP:4000177	Synonym('Vitamin K treatment reduces bleeding significantly', scope='EXACT')
HP:4000178	Anti-retroviral therapy exposure
HP:4000179	Potassium-wasting diuretic exposure
HP:4000180	Tricyclic antidepressant exposure
HP:4000180	Synonym('Tricyclic antidepressant use', scope='EXACT')
HP:4000181	Excessive dental attrition
HP:4000181	Synonym('Excessive tooth attrition', scope='EXACT')
HP:4000181	Synonym('Excessive wear and tear on teeth', scope='EXACT', type=SynonymType('layperson', 'layperson term'))
HP:4000182	Positionally dependent pain
HP:4000182	Synonym('Positional nature to pain', scope='EXACT')
HP:4000183	Abnormal erythrocyte adenosine triphosphate concentration
HP:4000184	Reduced erythrocyte adenosine triphosphate concentration
HP:4000186	Elevated erythrocyte adenosine triphosphate concentration
HP:4000186	Synonym('Adenosine triphosphate (ATP) high in erythrocytes', scope='EXACT')
HP:4000187	Spermatogonial maturation arrest
HP:4000187	Synonym('Spermatogonial arrest', scope='EXACT')
HP:4000189	Elevated circulating neuron-specific enolase concentration
HP:4000189	Synonym('Neuron-specific enolase high in blood', scope='EXACT')
HP:4000190	Reduced leukocyte alpha-mannosidase activity
HP:4000191	Increased circulating alpha-mannosidase activity
HP:4000192	Reduced leukocyte cathepsin D activity
HP:4000193	Reduced leukocyte N-sulfoglucosamine sulfohydrolase activity
HP:4000193	Synonym('Reduced leukocyte N-sulphoglucosamine sulphohydrolase activity', scope='EXACT', type=SynonymType('uk_spelling', 'UK spelling'))
HP:4000194	Pseudohyperkalemia
HP:4000195	Abnormal enzyme activity in cultured fibroblasts
HP:4000196	Reduced heparan-alpha-glucosaminide N-acetyltransferase activity in cultured fibroblasts
HP:6000936	Thickened cortex of the clavicle
HP:6000936	Synonym('Broad cortex of clavicle', scope='EXACT')
HP:6000936	Synonym('Thickened cortices of clavicle', scope='EXACT')
HP:6000936	Synonym('Cortical thickening of the clavicle', scope='EXACT')
HP:6000937	Thickened cortex of the mandible
HP:6000937	Synonym('Broad cortex of mandible', scope='EXACT')
HP:6000937	Synonym('Thickened cortices of mandible', scope='EXACT')
HP:6000937	Synonym('Cortical thickening of the mandible', scope='EXACT')
HP:6000938	Thumb hypoplasia grade 1
HP:6000939	Thumb hypoplasia grade 2
HP:6000939	Synonym('Hypoplasia of the thumb grade 2', scope='EXACT')
HP:6000940	Thumb hypoplasia grade 3A
HP:6000940	Synonym('Hypoplasia of the thumb grade IIIA', scope='EXACT')
HP:6000941	Thumb hypoplasia grade 3B
HP:6000941	Synonym('Hypoplasia of the thumb grade IIIB', scope='EXACT')
HP:6000942	Thumb hypoplasia grade 4
HP:6000942	Synonym('Floating thumb', scope='EXACT')
HP:6000942	Synonym('Hypoplasia of the thumb grade IV', scope='EXACT')
HP:6000943	Femoral osteopoikilosis
HP:6000943	Synonym('Sclerotic foci of the femur', scope='EXACT')
HP:6000943	Synonym('Femoral slcerotic foci', scope='EXACT')
HP:6000944	Carotidynia
HP:6000945	Asymmetric blood pressure between arms
HP:6000946	Transverse terminal lower limb defect
HP:6000947	Hemimelia of lower leg
HP:6000948	Hemimelia of forearm
HP:6000949	Sodium glucose transport inhibitor exposure
HP:6000949	Synonym('SGLT2i exposure', scope='EXACT')
HP:6000950	Breath-holding spell
HP:6000951	Flared proximal tibial metaphysis
HP:6000952	Delayed toe phalanx ossification
HP:6000953	Sorbitol ingestion
HP:6000954	Positive peritoneal fluid bacterial culture
HP:6000955	Ocular cystine crystal deposition
HP:6000956	Exuberant granulation tissue
HP:6000956	Synonym('Hypergranulating wound', scope='EXACT')
HP:6000956	Synonym('Overgranulation', scope='EXACT')
HP:6000957	Oral mucosal papule
HP:6000958	Excessive piloerection
HP:6000958	Synonym('Excessive cutis anserina', scope='EXACT')
HP:6000958	Synonym('Excessive goose bumps', scope='EXACT')
HP:6000959	Scalp edema
HP:6000960	Serpiginous burrow
HP:6000961	Positive brain-tissue rabies nucleic acid test
HP:6000962	Positive respiratory tract Bordetella pertussis nucleic acid test
HP:6000963	Demonstration of acid-fast bacilli in wound tissue
HP:6000964	Positive tissue encapsulated budding yeast test
HP:6000965	Positive tissue coccidioidomycosis culture
HP:6000966	Diminished tissue dihydropteridine reductase activity
HP:6000967	Decreased circulating transcobalamin I concentration
HP:6000967	Synonym('Decreased circulating cobalophilin concentration', scope='EXACT')
HP:6000967	Synonym('Decreased circulating R vitamin B12 binder protein concentration', scope='EXACT')
HP:6000967	Synonym('Decreased circulating haptocorrin concentration', scope='EXACT')
HP:6000968	Diminished circulating cationic trypsinogen concentration
HP:6000969	Diminished circulating hyaluronidase activity
HP:6000970	Diminished sulfotransferase activity in cultured fibroblasts
HP:6000971	Elevated tissue alpha-N-acetylglucosaminidase activity
HP:6000972	Abnormal tissue alpha-N-acetylglucosaminidase activity
HP:6000973	Elevated circulating trihydroxycholestanoic acid concentration
HP:6000973	Synonym('Elevated circulating THCA concentration', scope='EXACT')
HP:6000974	Elevated circulating glyoxylic acid concentration
HP:6000975	Elevated CSF sepiapterin concentration
HP:6000976	Intrahepatic inclusion bodies
HP:6000977	Muscle vacuoles
HP:6000978	Nonrimmed muscule vacuoles
HP:6000979	Reduced hepatic glycogen phosphorylase activity
HP:6000980	Bone marrow hemophagocytosis
HP:6000981	Splenic granulomatosis
HP:6000982	Immediate detumescence of penis at time of symptom onset
HP:6000983	History of aortic valve replacement
HP:6000984	Coved type ST segment elevation
HP:6000985	Saddle-back type ST segment elevation
HP:6000986	Substantially elevated circulating ethanol concentration
HP:6000987	Tortuous appearance of the stomach
HP:6000988	Cochlear nerve aplasia
HP:6000989	Slit-like lateral ventricle
HP:6000990	Fetal methamphetamine exposure
HP:6000990	Synonym('Fetal meth exposure', scope='EXACT')
HP:6000990	Synonym('Prenatal methamphetamine use', scope='EXACT')
HP:6000990	Synonym('Prenatal methamphetamine exposure', scope='EXACT')
HP:6000990	Synonym('Antenatal methamphetamine exposure', scope='EXACT')
HP:6000990	Synonym('Methamphetamine use during pregnancy', scope='EXACT')
HP:6000990	Synonym('Antenatal methamphetamine use', scope='EXACT')
HP:6000991	Elevated circulating 4-hydroxybutyric acid concentration
HP:6000992	Elevated urinary 2,4-dihydroxybutyric acid level
HP:6000993	Pupillary hypersensitivity to parasympathomimetic agents
HP:6000994	Lack of pupillary response to hydroxyamphetamine
HP:6000995	Subcortical U fiber lesion
HP:6000995	Synonym('Subcortical U fiber involvement', scope='EXACT')
HP:6000996	Intraspinal extradural lipoma
HP:6000997	Intranasal mass
HP:6000998	Liver rupture
HP:6000999	Elevated urinary mandelic acid
HP:6001000	Elevated urine malic acid level
HP:6001001	Elevated urine 3-hydroxysebacic acid level
HP:6001002	Elevated urinary vanillactic acid level
HP:6001003	Elevated urine 4,5-dihydroxyhexanoic acid level
HP:6001004	Elevated urine hydroxyphenyllactic acid level
HP:6001005	Positive gastric CMV intranuclear inclusions
HP:6001006	Elevated urine dihydroxycholestanoic acid level
HP:6001006	Synonym('Elevated urine DHCA level', scope='EXACT')
HP:6001007	Elevated urinary bile alcohol level
HP:6001008	Elevated urine glucose tetrasaccharide level
HP:6001009	Increased urine 4-hydroxy-2-oxoglutarate level
HP:6001010	Inability to protrude lips
HP:6001011	Wet voice
HP:6001012	Erythema marginatum
HP:6001013	Mechanic's hands
HP:6001014	Hiker's feet
HP:6001015	Anti-HLA-DQ antibody positivity
HP:6001016	Inappropriate normal or low erythropoietin
HP:6001017	Rapid gastric emptying
HP:6001017	Synonym('Dumping syndrome', scope='EXACT')
HP:6001018	Mediastinal lymph node calcification
HP:6001018	Synonym('Calcified mediastinal lymph nodes', scope='EXACT')
HP:6001019	Eggshell calcification of lymph nodes
HP:6001019	Synonym('Peripheral calcification of lymph nodes', scope='EXACT')
HP:6001020	Knee joint effusion
HP:6001021	Subcutaneous emphysema
HP:6001021	Synonym('Skin emphysema', scope='EXACT')
HP:6001022	Elevated bone scintigraphy uptake
HP:6001022	Synonym('Bone scan (scintigraphy): abnormally increased uptake', scope='EXACT')
HP:6001022	Synonym('Increase bone scan uptake', scope='EXACT')
HP:6001023	Diminished long-chain-enoyl-CoA hydratase activity in cultured fibroblasts
HP:6001024	Diminished acetyl-CoA C-acyltransferase activity in cultured fibroblasts
HP:6001024	Synonym('Reduced 3-ketoacyl-CoA thiolase activity in cultured fibroblasts', scope='EXACT')
HP:6001025	Pathological inclusion body
HP:6001026	Reduced epidermal collagen IV alpha 5 chain staining
HP:6001027	Diminished glomerular basement membrane collagen IV alpha 3 chain staining
HP:6001028	Diminished glomerular basement membrane collagen IV alpha 4 chain staining
HP:6001029	Diminished glomerular basement membrane collagen IV alpha 5 chain staining
HP:6001030	obsolete Peripheral nerve metachromasia
HP:6001031	Cystine nephrolithiasis
HP:6001032	Hepatic cystine accumulation
HP:6001033	Bone marrow cystine accumulation
HP:6001034	Desmoid tumor
HP:6001034	Synonym('Desmoid-type fibromatosis', scope='EXACT')
HP:6001034	Synonym('Aggressive fibromatosis', scope='EXACT')
HP:6001035	Tubular jejunal duplication
HP:6001036	Left ventricular rupture
HP:6001037	Punctate pontine perivascular enhancement
HP:6001038	Intestinal worm
HP:6001039	Scrotal worm
HP:6001039	Synonym('Filaria dance sign', scope='EXACT')
HP:6001040	Small intestinal adenoma
HP:6001041	Maternal retinal mottling
HP:6001042	Twisted gallbladder pedicle
HP:6001042	Synonym('Conical structure at the gallbladder neck', scope='EXACT')
HP:6001043	Cholecyst-enteric fistula
HP:6001044	Dyschronometria
HP:6001045	History of recent intermittent breastfeeding
HP:6001046	Breast cyst
HP:6001047	Circumscribed
HP:6001048	Lobulated
HP:6001049	Spiculated
HP:6001050	Whorled
HP:6001051	Delta brush pattern on EEG
HP:6001052	Tibiotalar synostosis
HP:6001053	Vertebra plana
HP:6001053	Synonym('Pancake vertebra', scope='EXACT')
HP:6001053	Synonym('Silver dollar vertebra', scope='EXACT')
HP:6001054	Intoeing
HP:6001054	Synonym('Pigeon-toed', scope='EXACT')
HP:6001055	Palpable thrill on extremity
HP:6001056	Out-toeing
HP:6001056	Synonym('Duck feet', scope='EXACT')
HP:6001056	Synonym('Toeing out', scope='EXACT')
HP:6001056	Synonym('External rotated feet', scope='EXACT')
HP:6001057	Ankle dislocation
HP:6001058	Anti-neuronal intermediate filament antibody positivity
HP:6001059	Anti-DREBRIN antibody positivity
HP:6001060	Anti-lipoprotein lipase autoantibody positivity
HP:6001060	Synonym('Anti-LPL autoantibody positivity', scope='EXACT')
HP:6001061	Anti-apolipoprotein CII autoantibody positivity
HP:6001061	Synonym('Anti-apoCII autoantibody positivity', scope='EXACT')
HP:6001062	Eosinophilic neuronal inclusion bodies
HP:6001063	Sweaty foot-like odor
HP:6001064	Anti-acetylcholine receptor antibody positivity
HP:6001065	Hair shaft lesion
HP:6001066	Prolonged use of tightly fitting footwear
HP:6001067	Triggered by high protein intake
HP:6001067	Synonym('Triggered by protein-rich foods', scope='EXACT')
HP:6001068	Thickened tricuspid valve cusp
HP:6001069	Displaced anterior fontanelle
HP:6001069	Synonym('Displacement of the anterior fontanelle', scope='EXACT')
HP:6001070	Subdural hygroma
HP:6001071	Incus ankylosis
HP:6001072	Excessive diet restriction
HP:6001073	Left ventricular apical dyskinesis
HP:6001074	Longitudinal erythronychia
HP:6001075	Exacerbated by exposure to sunlight
HP:6001075	Synonym('Aggravated by ultraviolet radiation exposure', scope='EXACT')
HP:6001076	Exacerbated by heat
HP:6001076	Synonym('Aggravated by high temperatures', scope='EXACT')
HP:6001077	Exacerbated by excessive sweating
HP:6001078	Malignant pleural effusion
HP:6001078	Synonym('Malignant cells in pleural fluid', scope='EXACT')
HP:6001079	Inappropriately low urine osmolality following challenge
HP:6001080	Reduced urine retrahydrocortisol plus 5-alpha-THF to tetrahydrocortisone ratio
HP:6001081	Elevated urinary 2,4-dihydroxyglutarate level
HP:6001082	Abnormal urine D-xylose test
HP:6001083	Cerebral hemisphere mass lesion
HP:6001084	T2-hyperintense putaminal rim
HP:6001085	Posterior fossa mass lesion
HP:6001086	Irregular RR interval
HP:6001087	Irregular P-P interval
HP:6001088	Fungal hair infection
HP:6001088	Synonym('Fungal infection of hair', scope='EXACT')
HP:6001089	Long hairstyle
HP:6001090	Conjunctival subepithelial fibrosis
HP:6001091	Conjunctival fornix foreshortening
HP:6001092	Strong ultraviolet light exposure
HP:6001093	Exposure to vaginal douching
HP:6001094	Exposure to oily lotions or creams
HP:6001095	Elevated circulating pristanic acid concentration following branched-chain fatty acid ingestion
HP:6001096	Decreased T-cell ZAP-70 protein expression in CD4-positive T cells
HP:6001097	Dorsal flexion contracture of the ankle
HP:6001097	Synonym('Dorsiflexion contracture of the ankle', scope='EXACT')
HP:6001098	Metaphyseal undermodelling
HP:6001098	Synonym('Metaphyseal modeling defect', scope='EXACT')
HP:6001098	Synonym('Undermodelled metaphyses', scope='EXACT')
HP:6001099	Iliac vein compression
HP:6001100	Positive serum amyloid P scintigraphy
HP:6001100	Synonym('Positive SAP scan', scope='EXACT')
HP:6001101	crossed brainstem sign
HP:6001102	Inability to puff cheeks
HP:6001103	Entoptic phenomenon
HP:6001103	Synonym('Entoptic phenomenona', scope='EXACT')
HP:6001104	Abnormal vestibulo-spinal reflex
HP:6001105	Positive probe-to-bone test
HP:6001105	Synonym('Abnormal probe-to-bone test', scope='EXACT')
HP:6001106	Exposure to repetive hand impact
HP:6001106	Synonym('Use of vibratory tools', scope='EXACT')
HP:6001107	Fractured scaphoid bone
HP:6001107	Synonym('Scaphoid fracture', scope='EXACT')
HP:6001107	Synonym('Scaphoid bone fracture', scope='EXACT')
HP:6001108	Local anesthetic ineffectiveness
HP:6001109	Palmoplantar location
HP:6001110	Oral mucosa plaque
HP:6001111	Positive saliva rabies nucleic acid test
HP:6001112	Elevated tissue arylsulfatase A activity
HP:6001113	Elevated circulating methysterol concentration
HP:6001114	Elevated urinary adipic acid
HP:6001115	EEG with temporal slowing
HP:6001115	Synonym('EEG with slow-wave activity involving the temporal lobes', scope='EXACT')
HP:6001115	Synonym('EEG with slow activity in temporal lobes', scope='EXACT')
HP:6001116	History of high-pressure injection injury of the hand
HP:6001117	Hypertrophic ulnar styloid process
HP:6001117	Synonym('Ulnar styloid large', scope='EXACT')
HP:6001118	History of recent peripheral venous catheter
HP:6001119	Purulent drainage from skin
HP:6001120	Occupational history of putting fingers in other people's mouths
HP:6001121	Single-finger involvement
HP:6001121	Synonym('Single finger involvement', scope='EXACT')
HP:6001122	Multiple-finger involvement
HP:6001122	Synonym('Multiple finger involvement', scope='EXACT')
HP:6001123	Pain disproportionate to abnormality on physical exam
HP:6001124	Sphenoid wing dysplasia
HP:6001125	Skin laceration
HP:6001126	Metacarpal fracture
HP:6001126	Synonym('Fractured metacarpal bone', scope='EXACT')
HP:6001127	Pain at the base of the thumb
HP:6001128	History of recent participation in athletics
HP:6001129	Remote trauma history
HP:6001130	Distal radioulnar joint arthritis
HP:6001130	Synonym('Arthritis of the distal radioulnar joint', scope='EXACT')
HP:6001130	Synonym('DRUJ arthritis', scope='EXACT')
HP:6001131	Radial head fracture
HP:6001132	Elbow lateral collateral ligament tear
HP:6001132	Synonym('Ligamentous tear on the lateral aspect of the elbow', scope='EXACT')
HP:6001132	Synonym('Lateral ulnar collateral ligament tear', scope='EXACT')
HP:6001133	Elbow medial collateral ligament tear
HP:6001133	Synonym('Ligamentous tear on the medial aspect of the elbow', scope='EXACT')
HP:6001134	Coronoid fracture
HP:6001135	History of spinal cord injury
HP:6001136	Femoral nerve distribution
HP:6001136	Synonym('Femoral nerve distribution', scope='EXACT')
HP:6001137	Triceps tendon rupture
HP:6001138	Digoxin exposure
HP:6001138	Synonym('Lanoxin exposure', scope='EXACT')
HP:6001138	Synonym('Digitalis exposure', scope='EXACT')
HP:6001139	Upper arm pain
HP:6001139	Synonym('Proximal arm pain', scope='EXACT')
HP:6001140	Capitellum fracture
HP:6001140	Synonym('Capitellar fracture', scope='EXACT')
HP:6001141	Anterior shoulder pain
HP:6001142	Pain at the anterior aspect of the elbow
HP:6001143	Posterior fat pad sign of the elbow
HP:6001144	Pain at the anterior aspect of the knee
HP:6001145	Pain at the posterior aspect of the knee
HP:6001146	Biceps tendonitis
HP:6001146	Synonym('Biceps tendinitis', scope='EXACT')
HP:6001147	Increased peripheral nerve cross sectional area
HP:6001147	Synonym('Peripheral nerve enlargement', scope='EXACT')
HP:6001147	Synonym('Peripheral nerve swelling', scope='EXACT')
HP:6001148	Pain exacerbated by passive flexion at joint
HP:6001149	Positive hook test at the elbow
HP:6001149	Synonym('Positive distal biceps hook test', scope='EXACT')
HP:6001149	Synonym("Positive O'Driscoll hook test", scope='EXACT')
HP:6001150	Positive Speed's test
HP:6001151	Triangular lunate bone
HP:6001151	Synonym('Piece of pie sign of lunate bone', scope='EXACT')
HP:6001152	Pain exacerbated by wrist deviation
HP:6001153	Pain on the lateral aspect of the foot
HP:6001153	Synonym('Lateral foot pain', scope='EXACT')
HP:6001154	Pain at the medial aspect of the knee
HP:6001155	Pain at the lateral aspect of the knee
HP:6001156	Synovial crystals
HP:6001156	Synonym('Bursa aspiration: crystals present', scope='EXACT')
HP:6001156	Synonym('Crystals in synovial fluid', scope='EXACT')
HP:6001157	Occupational exposure to frequent kneeling
HP:6001157	Synonym('History of frequent kneeling', scope='EXACT')
HP:6001158	Trochanteric pain
HP:6001158	Synonym('Pain on the outside of the hip', scope='EXACT')
HP:6001158	Synonym('Lateral hip pain', scope='EXACT')
HP:6001158	Synonym('Pain at the lateral aspect of the hip', scope='EXACT')
HP:6001159	Pulsatile mass in extremity
HP:6001160	Abnormal R wave
HP:6001161	Poor R-wave progression
HP:6001162	Prominent V1-V2 R wave
HP:6001162	Synonym('Prominent R wave in lead V1', scope='EXACT')
HP:6001162	Synonym('High voltage R wave in V1/V2', scope='EXACT')
HP:6001163	Finger mass
HP:6001163	Synonym('Bump on finger', scope='EXACT')
HP:6001163	Synonym('Lump on finger', scope='EXACT')
HP:6001163	Synonym('Finger growth', scope='EXACT')
HP:6001164	Foot mass
HP:6001164	Synonym('Bump on foot', scope='EXACT')
HP:6001164	Synonym('Foot growth', scope='EXACT')
HP:6001164	Synonym('Lump on foot', scope='EXACT')
HP:0030302	Agenesis of the anterior commissure
HP:0030303	Hypoplastic anterior commissure
HP:0030304	Abnormal number of vertebrae
HP:0030305	Decreased number of vertebrae
HP:0030306	11 thoracic vertebrae
HP:0030307	Flared lower limb metaphysis
HP:0030307	Synonym('Flared metaphysis of lower limb bone', scope='EXACT', xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0030308	Flared distal tibial metaphysis
HP:0030308	Synonym('Flared outermost metaphysis of shinbone', scope='EXACT', xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0030308	Synonym('Flared outermost metaphysis of shankbone', scope='EXACT', xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0030309	Flared distal fibular metaphysis
HP:0030309	Synonym('Flared outermost wide portion of of calf bone', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0030310	Upper extremity joint dislocation
HP:0030310	Synonym('Dislocated arm joints', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0030311	Lower extremity joint dislocation
HP:0030311	Synonym('Dislocated leg joints', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0030312	Obliteration of the calvarial diploe
HP:0030312	Synonym('Obliteration of cranial cancellous bone', scope='EXACT', xrefs={Xref('https://orcid.org/0000-0001-5889-4463')})
HP:0030313	Abnormal periosteum morphology
HP:0030314	Periostosis
HP:0030318	Angular cheilitis
HP:0030318	Synonym('Commissural cheilitis', scope='EXACT')
HP:0030318	Synonym('Angular stomatitis', scope='EXACT')
HP:0030318	Synonym('Inflammation of corners of the mouth', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5889-4463')})
HP:0030318	Synonym('Inflammation of oral commisures', scope='EXACT', xrefs={Xref('https://orcid.org/0000-0001-5889-4463')})
HP:0030318	Synonym('Angular cheilosis', scope='EXACT')
HP:0030318	Synonym('Red and sore corners of the mouth', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5889-4463')})
HP:0030319	Weakness of facial musculature
HP:0030319	Synonym('Decreased facial muscle strength', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5889-4463')})
HP:0030319	Synonym('Weakness of face', scope='EXACT', type=SynonymType('layperson', 'layperson term'))
HP:0030319	Synonym('Decreased strength of facial muscles', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5889-4463')})
HP:0030319	Synonym('Facial weakness', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0030319	Synonym('Face weakness', scope='EXACT', type=SynonymType('layperson', 'layperson term'))
HP:0030319	Synonym('Reduced facial muscle strength', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5889-4463')})
HP:0030319	Synonym('Weakness of facial musculature', scope='EXACT', type=SynonymType('layperson', 'layperson term'))
HP:0030319	Synonym('Myasthenia of facial muscles', scope='EXACT', xrefs={Xref('https://orcid.org/0000-0001-5889-4463')})
HP:0030319	Synonym('Facial muscle weakness', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0030320	Increased intervertebral space
HP:0030321	Abnormal vertebral artery morphology
HP:0030321	Synonym('Abnormality of the vertebral artery', scope='EXACT')
HP:0030322	Vertebral artery hypoplasia
HP:0030323	Unilateral vertebral artery hypoplasia
HP:0030324	Bilateral vertebral artery hypoplasia
HP:0030325	Cervicomedullary schisis
HP:0030326	Abnormal macrophage count
HP:0030327	Abnormal osteoclast count
HP:0030328	Decreased osteoclast count
HP:0030329	Retinal thinning
HP:0030329	Synonym('Retinal thinning', scope='EXACT', type=SynonymType('layperson', 'layperson term'))
HP:0030330	Multinucleated giant chondrocytes in epiphyseal cartilage
HP:0030331	Impaired stimulus-induced skin wrinkling
HP:0030332	obsolete Abnormal T cell morphology
HP:0030333	Abnormal alpha-beta T cell morphology
HP:0030334	Abnormal CD4-positive, CD25-positive, alpha-beta regulatory T cell morphology
HP:0030335	Abnormal CD4-positive, CD25-positive, alpha-beta regulatory T cell count
HP:0030336	Absence of CD4-positive, CD25-positive regulatory T cells
HP:0030336	Synonym('Absence of CD4+CD25+ T regulatory cells', scope='EXACT')
HP:0030336	Synonym('Absence of CD4+CD25+ Tregs', scope='EXACT')
HP:0030337	Elevated CD4-positive, CD25-positive regulatory T cell count
HP:0030338	Abnormal circulating gonadotropin concentration
HP:0030338	Synonym('Abnormal circulating gonadotropin level', scope='EXACT')
HP:0030339	Decreased circulating gonadotropin concentration
HP:0030339	Synonym('Decreased circulating gonadotropin level', scope='EXACT')
HP:0030340	obsolete Increased circulating gonadotropin level
HP:0030341	Decreased circulating follicle stimulating hormone concentration
HP:0030341	Synonym('Decreased circulating follicle stimulating hormone level', scope='EXACT')
