,MIM Number,Preferred Title,symbol
22763,614812,"NUCLEAR PROTEIN, TRANSCRIPTIONAL REGULATOR, 1", NUPR1
22764,614813,"SHORT STATURE, ONYCHODYSPLASIA, FACIAL DYSMORPHISM, AND HYPOTRICHOSIS", SOFT
22765,614814,ADAMS-OLIVER SYNDROME 3, AOS3
22766,614815,JOUBERT SYNDROME 18, JBTS18
22767,614816,LOEYS-DIETZ SYNDROME 4, LDS4
22768,614817,"INTERSTITIAL NEPHRITIS, KARYOMEGALIC", KMIN
22769,614818,FRY MICROTUBULE-BINDING PROTEIN, FRY
22770,614819,WEILL-MARCHESANI SYNDROME 3, WMS3
22771,614820,ALTERNATING HEMIPLEGIA OF CHILDHOOD 2, AHC2
22772,614821,PTCSC3 GENE, PTCSC3
22773,614822,SPERMATOGENIC FAILURE 10, SPGF10
22774,614823,AORTIC VALVE DISEASE 2, AOVD2
22775,614824,"ADAPTOR-RELATED PROTEIN COMPLEX 5, SIGMA-1 SUBUNIT", AP5S1
22776,614825,RALBP1-ASSOCIATED EPS DOMAIN-CONTAINING PROTEIN 1, REPS1
22777,614826,"NYSTAGMUS 7, CONGENITAL, AUTOSOMAL DOMINANT", NYS7
22778,614827,"DNAJ/HSP40 HOMOLOG, SUBFAMILY C, MEMBER 11", DNAJC11
22779,614828,"PROTEIN O-MANNOSE BETA-1,4-N-ACETYLGLUCOSAMINYLTRANSFERASE 2", POMGNT2
22780,614829,ODONTOGENESIS-ASSOCIATED PHOSPHOPROTEIN, ODAPH
22781,614830,"MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 8", MDDGA8
22782,614831,"SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 13", SCAR13
22783,614832,"AMELOGENESIS IMPERFECTA, HYPOMATURATION TYPE, IIA4", AI2A4
22784,614833,"MICROCEPHALY, SHORT STATURE, AND POLYMICROGYRIA WITH OR WITHOUT SEIZURES", MSSP
22785,614834,"THYROTOXIC PERIODIC PARALYSIS, SUSCEPTIBILITY TO, 3", TTPP3
22786,614835,"ACTIN, BETA-LIKE, 2", ACTBL2
22787,614836,"HUMAN HERPESVIRUS 8, SUSCEPTIBILITY TO", HHV8S
22788,614837,HYPOGONADOTROPIC HYPOGONADISM 8 WITH OR WITHOUT ANOSMIA, HH8
22789,614838,HYPOGONADOTROPIC HYPOGONADISM 9 WITH OR WITHOUT ANOSMIA, HH9
22790,614839,HYPOGONADOTROPIC HYPOGONADISM 10 WITH OR WITHOUT ANOSMIA, HH10
22791,614840,HYPOGONADOTROPIC HYPOGONADISM 11 WITH OR WITHOUT ANOSMIA, HH11
22792,614841,HYPOGONADOTROPIC HYPOGONADISM 12 WITH OR WITHOUT ANOSMIA, HH12
22793,614842,HYPOGONADOTROPIC HYPOGONADISM 13 WITH OR WITHOUT ANOSMIA, HH13
22794,614843,ODONTOGENIC AMELOBLAST-ASSOCIATED PROTEIN, ODAM
22795,614844,NEPHRONOPHTHISIS 14, NPHP14
22796,614845,NEPHRONOPHTHISIS 15, NPHP15
22797,614846,TETRASOMY 15q26,
22798,614847,"EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 12", EIG12
22799,614848,"CENTROSOMAL PROTEIN, 164-KD", CEP164
22800,614849,IMMUNODEFICIENCY 132A, IMD132A
22801,614850,"ENCEPHALOPATHY, ACUTE, INFECTION-INDUCED (HERPES-SPECIFIC), SUSCEPTIBILITY TO, 6", IIAE6
22802,614851,SECKEL SYNDROME 7, SCKL7
22803,614852,"MICROCEPHALY 9, PRIMARY, AUTOSOMAL RECESSIVE", MCPH9
22804,614853,CYTOKINE RECEPTOR-LIKE FACTOR 3, CRLF3
22805,614854,LEUCINE-RICH REPEAT-CONTAINING PROTEIN 59, LRRC59
22806,614855,"TBC1 DOMAIN FAMILY, MEMBER 14", TBC1D14
22807,614856,"OSTEOGENESIS IMPERFECTA, TYPE XIII", OI13
22808,614857,"METHYLMALONIC ACIDURIA AND HOMOCYSTINURIA, cblJ TYPE", MAHCJ
22809,614858,HYPOGONADOTROPIC HYPOGONADISM 14 WITH OR WITHOUT ANOSMIA, HH14
22810,614859,PEROXISOME BIOGENESIS DISORDER 3A (ZELLWEGER), PBD3A
22811,614860,DYSTONIA 23, DYT23
22812,614861,"DEAFNESS, AUTOSOMAL RECESSIVE 98", DFNB98
22813,614862,PEROXISOME BIOGENESIS DISORDER 4A (ZELLWEGER), PBD4A
22814,614863,PEROXISOME BIOGENESIS DISORDER 4B, PBD4B
22815,614864,"DYNEIN, AXONEMAL, ASSEMBLY FACTOR 5", DNAAF5
22816,614865,"D4Z4 BINDING ELEMENT TRANSCRIPT, NONCODING", DBET
22817,614866,PEROXISOME BIOGENESIS DISORDER 5A (ZELLWEGER), PBD5A
22818,614867,PEROXISOME BIOGENESIS DISORDER 5B, PBD5B
22819,614868,IMMUNODEFICIENCY 110 WITH LYMPHOPROLIFERATION, IMD110
22820,614869,"USHER SYNDROME, TYPE IJ", USH1J
22821,614870,PEROXISOME BIOGENESIS DISORDER 6A (ZELLWEGER), PBD6A
22822,614871,PEROXISOME BIOGENESIS DISORDER 6B, PBD6B
22823,614872,PEROXISOME BIOGENESIS DISORDER 7A (ZELLWEGER), PBD7A
22824,614873,PEROXISOME BIOGENESIS DISORDER 7B, PBD7B
22825,614874,"CILIARY DYSKINESIA, PRIMARY, 18", CILD18
22826,614875,METAPHYSEAL ENCHONDROMATOSIS WITH D-2-HYDROXYGLUTARIC ACIDURIA,
22827,614876,PEROXISOME BIOGENESIS DISORDER 8A (ZELLWEGER), PBD8A
22828,614877,PEROXISOME BIOGENESIS DISORDER 8B, PBD8B
22829,614878,"AUTOINFLAMMATION, ANTIBODY DEFICIENCY, AND IMMUNE DYSREGULATION", APLAID
22830,614879,PEROXISOME BIOGENESIS DISORDER 9B, PBD9B
22831,614880,HYPOGONADOTROPIC HYPOGONADISM 15 WITH OR WITHOUT ANOSMIA, HH15
22832,614881,"NEURONOPATHY, DISTAL HEREDITARY MOTOR, AUTOSOMAL RECESSIVE 5", HMNR5
22833,614882,PEROXISOME BIOGENESIS DISORDER 10A (ZELLWEGER), PBD10A
22834,614883,PEROXISOME BIOGENESIS DISORDER 11A (ZELLWEGER), PBD11A
22835,614884,VON WILLEBRAND FACTOR A DOMAIN-CONTAINING PROTEIN 3B, VWA3B
22836,614885,PEROXISOME BIOGENESIS DISORDER 11B, PBD11B
22837,614886,PEROXISOME BIOGENESIS DISORDER 12A (ZELLWEGER), PBD12A
22838,614887,PEROXISOME BIOGENESIS DISORDER 13A (ZELLWEGER), PBD13A
22839,614888,ALPHA- AND GAMMA-ADAPTIN-BINDING PROTEIN, AAGAB
22840,614889,IMMUNODEFICIENCY 28, IMD28
22841,614890,IMMUNODEFICIENCY 29, IMD29
22842,614891,IMMUNODEFICIENCY 30, IMD30
22843,614892,IMMUNODEFICIENCY 31A, IMD31A
22844,614893,IMMUNODEFICIENCY 32A, IMD32A
22845,614894,IMMUNODEFICIENCY 32B,
22846,614895,"CHARCOT-MARIE-TOOTH DISEASE, DEMYELINATING, TYPE 4F", CMT4F
22847,614896,SINOATRIAL NODE DYSFUNCTION AND DEAFNESS, SANDD
22848,614897,HYPOGONADOTROPIC HYPOGONADISM 16 WITH OR WITHOUT ANOSMIA, HH16
22849,614898,"SPASTIC PARAPLEGIA 53, AUTOSOMAL RECESSIVE", SPG53
22850,614899,"DEAFNESS, AUTOSOMAL RECESSIVE 93", DFNB93
22851,614900,DIAMOND-BLACKFAN ANEMIA 11, DBA11
22852,614901,BRANCHED-CHAIN ALPHA-KETO ACID DEHYDROGENASE KINASE, BCKDK
22853,614902,RHO GTPase-ACTIVATING PROTEIN 33, ARHGAP33
22854,614903,SORTING NEXIN 16, SNX16
22855,614904,SORTING NEXIN 7, SNX7
22856,614905,SORTING NEXIN 8, SNX8
22857,614906,SORTING NEXIN 11, SNX11
22858,614907,PRE-mRNA-PROCESSING FACTOR 39, PRPF39
22859,614908,HEAT SHOCK PROTEIN NUCLEAR IMPORT FACTOR HIKESHI, HIKESHI
22860,614909,TRANSMEMBRANE PROTEIN 174, TMEM174
22861,614910,C1q- AND TUMOR NECROSIS FACTOR-RELATED PROTEIN 6, C1QTNF6
22862,614911,C1q- AND TUMOR NECROSIS FACTOR-RELATED PROTEIN 4, C1QTNF4
22863,614912,TRAB DOMAIN-CONTAINING PROTEIN 2A, TRABD2A
22864,614913,TRAB DOMAIN-CONTAINING PROTEIN 2B, TRABD2B
22865,614914,MICRO RNA 298, MIR298
22866,614915,LETHAL CONGENITAL CONTRACTURE SYNDROME 4, LCCS4
22867,614916,"VENTRICULAR TACHYCARDIA, CATECHOLAMINERGIC POLYMORPHIC, 4", CPVT4
22868,614917,REQUIRED FOR MEIOTIC NUCLEAR DIVISION 1 HOMOLOG, RMND1
22869,614918,PENTATRICOPEPTIDE REPEAT DOMAIN-CONTAINING PROTEIN 3, PTCD3
22870,614919,NITRIC OXIDE-ASSOCIATED PROTEIN 1, NOA1
22871,614920,PEROXISOME BIOGENESIS DISORDER 14B, PEX14B
22872,614921,"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE It", CDG1T
22873,614922,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 11, COXPD11
22874,614923,BRANCHED-CHAIN KETO ACID DEHYDROGENASE KINASE DEFICIENCY, BCKDKD
22875,614924,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 12, COXPD12
22876,614925,OTOGELIN-LIKE PROTEIN, OTOGL
22877,614926,PERRAULT SYNDROME 2, PRLTS2
22878,614927,"ECTODERMAL DYSPLASIA 5, HAIR/NAIL TYPE", ECTD5
22879,614928,"ECTODERMAL DYSPLASIA 6, HAIR/NAIL TYPE", ECTD6
22880,614929,"ECTODERMAL DYSPLASIA 7, HAIR/NAIL TYPE", ECTD7
22881,614930,"DYNEIN, AXONEMAL, ASSEMBLY FACTOR 11", DNAAF11
22882,614931,"ECTODERMAL DYSPLASIA 9, HAIR/NAIL TYPE", ECTD9
22883,614932,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 13, COXPD13
22884,614933,"LONG INTERGENIC NONCODING RNA, MUSCLE DIFFERENTIATION 1", LINCMD1
22885,614934,"DEAFNESS, AUTOSOMAL RECESSIVE 70, WITH OR WITHOUT ADULT-ONSET NEURODEGENERATION", DFNB70
22886,614935,"CILIARY DYSKINESIA, PRIMARY, 19", CILD19
22887,614936,"PALMOPLANTAR KERATODERMA, PUNCTATE TYPE IB", PPKP1B
22888,614937,"MYOCLONUS, FAMILIAL, 1", MYOCL1
22889,614938,VAULT RNA 2-1, VTRNA2-1
22890,614939,"PHOSPHOGLYCERATE MUTASE FAMILY, MEMBER 5", PGAM5
22891,614940,"ECTODERMAL DYSPLASIA 11A, HYPOHIDROTIC/HAIR/TOOTH TYPE, AUTOSOMAL DOMINANT", ECTD11A
22892,614941,"ECTODERMAL DYSPLASIA 11B, HYPOHIDROTIC/HAIR/TOOTH TYPE, AUTOSOMAL RECESSIVE", ECTD11B
22893,614942,PHOSPHATIDYLGLYCEROPHOSPHATE SYNTHASE 1, PGS1
22894,614943,TP53-REGULATED INHIBITOR OF APOPTOSIS 1, TRIAP1
22895,614944,"DEAFNESS, AUTOSOMAL RECESSIVE 84B", DFNB84B
22896,614945,"DEAFNESS, AUTOSOMAL RECESSIVE 18B", DFNB18B
22897,614946,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 14, COXPD14
22898,614947,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 15, COXPD15
22899,614948,TAM41 MITOCHONDRIAL TRANSLOCATOR ASSEMBLY AND MAINTENANCE HOMOLOG, TAMM41
22900,614949,TRANSMEMBRANE PROTEIN 231, TMEM231
22901,614950,TRANSMEMBRANE PROTEIN 17, TMEM17
22902,614951,HEAT REPEAT-CONTAINING PROTEIN 3, HEATR3
22903,614952,"SCHLAFEN FAMILY, MEMBER 5", SLFN5
22904,614953,"SCHLAFEN FAMILY, MEMBER 11", SLFN11
22905,614954,"CONGENITAL HEART DEFECTS, MULTIPLE TYPES, 3", CHTD3
22906,614955,"SCHLAFEN FAMILY, MEMBER 12", SLFN12
22907,614956,"SCHLAFEN FAMILY, MEMBER 12-LIKE", SLFN12L
22908,614957,"SCHLAFEN FAMILY, MEMBER 13", SLFN13
22909,614958,"SCHLAFEN FAMILY, MEMBER 14", SLFN14
22910,614959,DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 14, DEE14
22911,614960,"PHOSPHOLIPASE D FAMILY, MEMBER 6", PLD6
22912,614961,"PONTOCEREBELLAR HYPOPLASIA, TYPE 8", PCH8
22913,614962,LEPTIN DEFICIENCY OR DYSFUNCTION, LEPD
22914,614963,LEPTIN RECEPTOR DEFICIENCY, LEPRD
22915,614964,EXTRACELLULAR LEUCINE-RICH REPEAT AND FIBRONECTIN TYPE III DOMAIN-CONTAINING PROTEIN 1, ELFN1
22916,614965,SECERNIN 1, SCRN1
22917,614966,SECERNIN 2, SCRN2
22918,614967,SECERNIN 3, SCRN3
22919,614968,SH2 DOMAIN-CONTAINING PROTEIN 4A, SH2D4A
22920,614969,"PONTOCEREBELLAR HYPOPLASIA, TYPE 7", PCH7
22921,614970,JOUBERT SYNDROME 20, JBTS20
22922,614971,"TAURINE-UPREGULATED GENE 1, NONCODING", TUG1
22923,614972,"CHOLESTASIS, INTRAHEPATIC, OF PREGNANCY 3", ICP3
22924,614973,"FOCAL FACIAL DERMAL DYSPLASIA 2, BRAUER-SETLEIS TYPE", FFDD2
22925,614974,FOCAL FACIAL DERMAL DYSPLASIA 4, FFDD4
22926,614975,FOXF1 ADJACENT NONCODING DEVELOPMENTAL REGULATORY RNA, FENDRR
22927,614976,CARPENTER SYNDROME 2, CRPT2
22928,614977,LONG INTERGENIC NONCODING RNA 1081, LINC01081
22929,614978,LONG INTERGENIC NONCODING RNA 1082, LINC01082
22930,614979,"RETINAL DYSTROPHY, OPTIC NERVE EDEMA, SPLENOMEGALY, ANHIDROSIS, AND MIGRAINE HEADACHE SYNDROME", ROSAH
22931,614980,"CONGENITAL HEART DEFECTS, MULTIPLE TYPES, 2", CHTD2
22932,614981,ATPase INHIBITORY FACTOR 1, ATPIF1
22933,614982,STRUCTURAL MAINTENANCE OF CHROMOSOMES FLEXIBLE HINGE DOMAIN-CONTAINING PROTEIN 1, SMCHD1
22934,614983,"BASIC LEUCINE ZIPPER TRANSCRIPTION FACTOR, ATF-LIKE 2", BATF2
22935,614984,DEHYDROGENASE E1 AND TRANSKETOLASE DOMAINS-CONTAINING PROTEIN 1, DHTKD1
22936,614985,HELLP SYNDROME-ASSOCIATED LONG NONCODING RNA, HELLPAR
22937,614986,CALCIUM/CALMODULIN-DEPENDENT PROTEIN KINASE II INHIBITOR 1, CAMK2N1
22938,614987,EPS8-LIKE PROTEIN 1, EPS8L1
22939,614988,EPS8-LIKE PROTEIN 2, EPS8L2
22940,614989,EPS8-LIKE PROTEIN 3, EPS8L3
22941,614990,"USHER SYNDROME, TYPE IK", USH1K
22942,614991,"UBIQUITIN CARBOXYL-TERMINAL ESTERASE L1, ANTISENSE", UCH1LAS
22943,614992,LONG INTERGENIC NONCODING RNA 237, LINC00237
22944,614993,CAM KINASE-LIKE VESICLE-ASSOCIATED, CAMKV
22945,614994,CALCIUM/CALMODULIN-DEPENDENT PROTEIN KINASE IG, CAMK1G
22946,614995,INTERLEUKIN 17 RECEPTOR E, IL17RE
22947,614996,MYELINATING SCHWANN CELL ELEMENT, MSE
22948,614997,GATA ZINC FINGER DOMAIN-CONTAINING PROTEIN 2A, GATAD2A
22949,614998,GATA ZINC FINGER DOMAIN-CONTAINING PROTEIN 2B, GATAD2B
22950,614999,"CYTOCHROME P450, FAMILY 4, SUBFAMILY X, POLYPEPTIDE 1", CYP4X1
22951,615000,TECTONIN BETA-PROPELLER REPEAT-CONTAINING PROTEIN 2, TECPR2
22952,615001,ZINC FINGER CCCH DOMAIN-CONTAINING PROTEIN 12C, ZC3H12C
22953,615002,"CALCIUM/CALMODULIN-DEPENDENT PROTEIN KINASE KINASE 2, BETA", CAMKK2
22954,615003,DDHD DOMAIN-CONTAINING PROTEIN 2, DDHD2
22955,615004,"LEUCINE-RICH REPEAT, IMMUNOGLOBULIN-LIKE, AND TRANSMEMBRANE DOMAINS-CONTAINING PROTEIN 3", LRIT3
22956,615005,"EPILEPSY, NOCTURNAL FRONTAL LOBE, 5", ENFL5
22957,615006,DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 15, DEE15
22958,615007,"BASAL GANGLIA CALCIFICATION, IDIOPATHIC, 4", IBGC4
22959,615008,"NEPHROTIC SYNDROME, TYPE 7", NPHS7
22960,615009,SCHUURS-HOEIJMAKERS SYNDROME, SHMS
22961,615010,AICARDI-GOUTIERES SYNDROME 6, AGS6
22962,615011,PHOSPHOHYDROXYLYSINURIA, PHLU
22963,615012,"HISTONE GENE CLUSTER 1, H2A HISTONE FAMILY, MEMBER G", HIST1H2AG
22964,615013,"HISTONE GENE CLUSTER 1, H2A HISTONE FAMILY, MEMBER H", HIST1H2AH
22965,615014,"HISTONE GENE CLUSTER 2, H2A HISTONE FAMILY, MEMBER B", HIST2H2AB
22966,615015,"HISTONE GENE CLUSTER 3, H2A HISTONE", HIST3H2A
22967,615016,"OLFACTORY RECEPTOR, FAMILY 2, SUBFAMILY J, MEMBER 3", OR2J3
22968,615017,MICRO RNA 139, MIR139
22969,615018,"BLOOD GROUP, SID SYSTEM", SID
22970,615019,"ELONGATOR ACETYLTRANSFERASE COMPLEX, SUBUNIT 5", ELP5
22971,615020,"ELONGATOR ACETYLTRANSFERASE COMPLEX, SUBUNIT 6", ELP6
22972,615021,"BLOOD GROUP, GLOBOSIDE SYSTEM", GLOB
22973,615022,"ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESSIVE 7", ARCI7
22974,615023,"ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESSIVE 9", ARCI9
22975,615024,"ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESSIVE 10", ARCI10
22976,615025,"CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2Q", CMT2Q
22977,615026,RIBOFLAVIN DEFICIENCY, RBFVD
22978,615027,SIN3-HDAC COMPLEX ASSOCIATED FACTOR, SINHCAF
22979,615028,"EPIDERMOLYSIS BULLOSA SIMPLEX 4, LOCALIZED OR GENERALIZED INTERMEDIATE, AUTOSOMAL RECESSIVE", EBS4
22980,615029,PRECEREBELLIN 4, CBLN4
22981,615030,"SPASTIC PARAPLEGIA 56, AUTOSOMAL RECESSIVE, WITH OR WITHOUT PSEUDOXANTHOMA ELASTICUM", SPG56
22982,615031,"NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE IX, WITH DEVELOPMENTAL DELAY", HSAN9
22983,615032,INTELLECTUAL DEVELOPMENTAL DISORDER WITH AUTISM AND MACROCEPHALY, IDDAM
22984,615033,"SPASTIC PARAPLEGIA 54, AUTOSOMAL RECESSIVE", SPG54
22985,615034,DYSTONIA 24, DYT24
22986,615035,"SPASTIC PARAPLEGIA 55, AUTOSOMAL RECESSIVE", SPG55
22987,615036,MICRO RNA 410, MIR410
22988,615037,MICRO RNA 487B, MIR487B
22989,615038,OUTER DYNEIN ARM DOCKING COMPLEX SUBUNIT 1, ODAD1
22990,615039,N-DEACETYLASE/N-SULFOTRANSFERASE 4, NDST4
22991,615040,"EPISODIC PAIN SYNDROME, FAMILIAL, 1", FEPS1
22992,615041,"MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 10", MDDGA10
22993,615042,"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Iu", CDG1U
22994,615043,"SPASTIC PARAPLEGIA 43, AUTOSOMAL RECESSIVE", SPG43
22995,615044,"HISTONE GENE CLUSTER 1, H2B HISTONE FAMILY, MEMBER J", HIST1H2BJ
22996,615045,"HISTONE GENE CLUSTER 1, H2B HISTONE FAMILY, MEMBER K", HIST1H2BK
22997,615046,"HISTONE GENE CLUSTER 3, H2B HISTONE FAMILY, MEMBER B", HIST3H2BB
22998,615047,"TETRATRICOPEPTIDE REPEAT-, ANKYRIN REPEAT-, AND COILED-COIL-CONTAINING PROTEIN 2", TANC2
22999,615048,"SPINAL MUSCULAR ATROPHY, JOKELA TYPE", SMAJ
23000,615049,WW DOMAIN-CONTAINING ADAPTOR WITH COILED-COIL REGION, WAC
23001,615050,ANKYRIN REPEAT- AND SOCS BOX-CONTAINING PROTEIN 5, ASB5
23002,615051,ANKYRIN REPEAT- AND SOCS BOX-CONTAINING PROTEIN 6, ASB6
23003,615052,ANKYRIN REPEAT- AND SOCS BOX-CONTAINING PROTEIN 7, ASB7
23004,615053,ANKYRIN REPEAT- AND SOCS BOX-CONTAINING PROTEIN 8, ASB8
23005,615054,ANKYRIN REPEAT- AND SOCS BOX-CONTAINING PROTEIN 10, ASB10
23006,615055,ANKYRIN REPEAT- AND SOCS BOX-CONTAINING PROTEIN 13, ASB13
23007,615056,ANKYRIN REPEAT- AND SOCS BOX-CONTAINING PROTEIN 16, ASB16
23008,615057,KAUFMAN OCULOCEREBROFACIAL SYNDROME,
23009,615058,"NIGHT BLINDNESS, CONGENITAL STATIONARY, TYPE 1F", CSNB1F
23010,615059,HYPOTRICHOSIS 11, HYPT11
23011,615060,"SECRETOGLOBIN, FAMILY 1D, MEMBER 1", SCGB1D1
23012,615061,"SECRETOGLOBIN, FAMILY 1D, MEMBER 2", SCGB1D2
23013,615062,"SECRETOGLOBIN, FAMILY 1D, MEMBER 4", SCGB1D4
23014,615063,"SECRETOGLOBIN, FAMILY 2B, MEMBER 2", SCGB2B2
23015,615064,"SOLUTE CARRIER FAMILY 25 (CARNITINE/ACYLCARNITINE TRANSLOCASE), MEMBER 29", SLC25A29
23016,615065,"ARTHROGRYPOSIS, DISTAL, TYPE 5D", DA5D
23017,615066,"OSTEOGENESIS IMPERFECTA, TYPE XIV", OI14
23018,615067,"CILIARY DYSKINESIA, PRIMARY, 20", CILD20
23019,615068,ECTOPIC P-GRANULES AUTOPHAGY PROTEIN 5 HOMOLOG, EPG5
23020,615069,H4 HISTONE 16, H4-16
23021,615070,MICRO RNA 590, MIR590
23022,615071,ALAZAMI SYNDROME, ALAZS
23023,615072,"BRACHYDACTYLY, TYPE A1, C", BDA1C
23024,615073,DYSTONIA 25, DYT25
23025,615074,GAND SYNDROME, GAND
23026,615075,NEURODEVELOPMENTAL DISORDER WITH SPASTIC DIPLEGIA AND VISUAL DEFECTS, NEDSDV
23027,615076,MITOCHONDRIAL GENOME MAINTENANCE EXONUCLEASE 1, MGME1
23028,615077,"TBC1 DOMAIN FAMILY, MEMBER 30", TBC1D30
23029,615078,GOLGI TRANSPORT 1B, GOLT1B
23030,615079,INTEGRATOR COMPLEX SUBUNIT 13, INTS13
23031,615080,ALZHEIMER DISEASE 17, AD17
23032,615081,SPERMATOGENIC FAILURE 11, SPGF11
23033,615082,"C3HEX, ABILITY TO SMELL",
23034,615083,"COLORECTAL CANCER, SUSCEPTIBILITY TO, 12", CRCS12
23035,615084,MITOCHONDRIAL DNA DEPLETION SYNDROME 11, MTDPS11
23036,615085,"OSTEOPETROSIS, AUTOSOMAL RECESSIVE 8", OPTB8
23037,615086,HARBINGER TRANSPOSASE-DERIVED GENE 1, HARBI1
23038,615087,SHORT-RIB THORACIC DYSPLASIA 3 WITH OR WITHOUT POLYDACTYLY,
23039,615088,AUTOPHAGY-RELATED 13, ATG13
23040,615089,AUTOPHAGY-RELATED PROTEIN 101, ATG101
23041,615090,"INTERFERON, LAMBDA-4", IFNL4
23042,615091,"AUTISM, SUSCEPTIBILITY TO, 19", AUTS19
23043,615092,LEFT VENTRICULAR NONCOMPACTION 7, LVNC7
23044,615093,"LYMPHOCYTE ANTIGEN 6 COMPLEX, LOCUS K", LY6K
23045,615094,PROSPERO-RELATED HOMEOBOX 2, PROX2
23046,615095,"MICROCEPHALY 10, PRIMARY, AUTOSOMAL RECESSIVE", MCPH10
23047,615096,MICRO RNA 217, MIR217
23048,615097,"SOLUTE CARRIER FAMILY 6 (NEUROTRANSMITTER TRANSPORTER, GABA), MEMBER 13", SLC6A13
23049,615098,TETRATRICOPEPTIDE REPEAT DOMAIN-CONTAINING PROTEIN 28, TTC28
23050,615099,ERYTHROFERRONE, ERFE
23051,615100,CTTNBP2 N TERMINUS-LIKE PROTEIN, CTTNBP2NL
23052,615101,"TUBULIN, BETA-2A", TUBB2A
23053,615102,TYSHCHENKO SYNDROME,
23054,615103,"TUBULIN, BETA-6", TUBB6
23055,615104,NCK-ASSOCIATED PROTEIN 5-LIKE, NCKAP5L
23056,615105,METHYLTHIORIBOSE-1-PHOSPHATE ISOMERASE 1, MRI1
23057,615106,COWDEN SYNDROME 1,
23058,615107,COWDEN SYNDROME 4, CWS4
23059,615108,COWDEN SYNDROME 5, CWS5
23060,615109,COWDEN SYNDROME 6, CWS6
23061,615110,WD REPEAT-CONTAINING PROTEIN 53, WDR53
23062,615111,DENN/MADD DOMAIN-CONTAINING PROTEIN 2D, DENND2D
23063,615112,UROFACIAL SYNDROME 2, UFS2
23064,615113,"MICROPHTHALMIA, ISOLATED 8", MCOP8
23065,615114,ZINC FINGER PROTEIN 516, ZNF516
23066,615115,ASXL TRANSCRIPTIONAL REGULATOR 3, ASXL3
23067,615116,SPERMATID MATURATION PROTEIN 1, SPEM1
23068,615117,CHROMOSOME 2 OPEN READING FRAME 88, C2ORF88
23069,615118,CRANIOMETADIAPHYSEAL DYSPLASIA,
23070,615119,"MITOCHONDRIAL COMPLEX IV DEFICIENCY, NUCLEAR TYPE 6", MC4DN6
23071,615120,"MYASTHENIC SYNDROME, CONGENITAL, 8", CMS8
23072,615121,"STOMATIN-LIKE PROTEIN-2, HYPERPHOSPHORYLATION OF",
23073,615122,LYMPHOPROLIFERATIVE SYNDROME 2, LPFS2
23074,615123,ANKYRIN REPEAT DOMAIN-CONTAINING PROTEIN 13A, ANKRD13A
23075,615124,ANKYRIN REPEAT DOMAIN-CONTAINING PROTEIN 13B, ANKRD13B
23076,615125,ANKYRIN REPEAT DOMAIN-CONTAINING PROTEIN 13C, ANKRD13C
23077,615126,ANKYRIN REPEAT DOMAIN-CONTAINING PROTEIN 13D, ANKRD13D
23078,615127,"EPILEPSY, FAMILIAL ADULT MYOCLONIC, 4", FAME4
23079,615128,CENTROMERIC PROTEIN X, CENPX
23080,615129,UDP-N-ACETYL-ALPHA-D-GALACTOSAMINE:POLYPEPTIDE N-ACETYLGALACTOSAMINYLTRANSFERASE 5, GALNT5
23081,615130,UDP-N-ACETYL-ALPHA-D-GALACTOSAMINE:POLYPEPTIDE N-ACETYLGALACTOSAMINYLTRANSFERASE 11, GALNT11
23082,615131,UDP-N-ACETYL-ALPHA-D-GALACTOSAMINE:POLYPEPTIDE N-ACETYLGALACTOSAMINYLTRANSFERASE 15, GALNT15
23083,615132,UDP-N-ACETYL-ALPHA-D-GALACTOSAMINE:POLYPEPTIDE N-ACETYLGALACTOSAMINYLTRANSFERASE 16, GALNT16
23084,615133,UDP-N-ACETYL-ALPHA-D-GALACTOSAMINE:POLYPEPTIDE N-ACETYLGALACTOSAMINYLTRANSFERASE-LIKE 5, GALNTL5
23085,615134,"MELANOMA, CUTANEOUS MALIGNANT, SUSCEPTIBILITY TO, 9", CMM9
23086,615135,"MAPLE SYRUP URINE DISEASE, MILD VARIANT", MSUDMV
